    10000	1	   0000	0
    10000	1	   0001	0
    10000	0	   0000	0
    10000	0	   0001	0
    10000	0	   0000	0
    10001	4	   0001	0
    10001	3	   0000	0
    10001	3	   0001	0
    10001	2	   0000	0
    10001	2	   0001	0
    10001	1	   0000	0
    10001	1	   0001	0
    10001	1	   0000	0
    10001	1	   0001	0
    10001	0	   0000	0
    10001	0	   0001	0
    10001	0	   0000	0
    10010	4	   0001	0
    10010	4	   0010	0
    10010	3	   0000	0
    10010	3	   0001	0
    10010	3	   0010	0
    10010	2	   0000	0
    10010	2	   0001	0
    10010	2	   0010	0
    10010	1	   0000	0
    10010	1	   0001	0
    10010	1	   0000	0
    10010	0	   0001	0
    10010	0	   0000	0
    10011	4	   0001	0
    10011	4	   0010	0
    10011	3	   0000	0
    10011	3	   0001	0
    10011	3	   0010	0
    10011	2	   0000	0
    10011	2	   0001	0
    10011	2	   0010	0
    10011	1	   0000	0
    10011	1	   0001	0
    10011	1	   0000	0
    10011	0	   0001	0
    10011	0	   0000	0
    10100	4	   0001	0
    10100	4	   0010	0
    10100	4	   0001	0
    10100	3	   0000	0
    10100	3	   0001	0
    10100	3	   0010	0
    10100	3	   0001	0
    10100	2	   0000	0
    10100	2	   0001	0
    10100	1	   0000	0
    10100	1	   0001	0
    10100	1	   0000	0
    10100	1	   0001	0
    10100	0	   0000	0
    10100	0	   0001	0
    10100	0	   0010	0
    10100	0	   0000	0
    10101	4	   0001	0
    10101	4	   0010	0
    10101	4	   0001	0
    10101	3	   0000	0
    10101	3	   0001	0
    10101	3	   0010	0
    10101	3	   0001	0
    10101	2	   0000	0
    10101	2	   0001	0
    10101	1	   0000	0
    10101	1	   0001	0
    10101	1	   0000	0
    10101	1	   0001	0
    10101	0	   0000	0
    10101	0	   0001	0
    10101	0	   0010	0
    10101	0	   0000	0
    10110	4	   0001	0
    10110	4	   0010	0
    10110	4	   0011	0
    10110	3	   0000	0
    10110	3	   0001	0
    10110	3	   0010	0
    10110	3	   0011	0
    10110	2	   0000	0
    10110	1	   0001	0
    10110	1	   0000	0
    10110	0	   0001	0
    10110	0	   0010	0
    10110	0	   0000	0
    10111	4	   0001	0
    10111	4	   0010	0
    10111	4	   0011	0
    10111	3	   0000	0
    10111	3	   0001	0
    10111	3	   0010	0
    10111	3	   0011	0
    10111	2	   0000	0
    10111	1	   0001	0
    10111	1	   0000	0
    10111	0	   0001	0
    10111	0	   0010	0
    10111	0	   0000	0
    11000	4	   0001	0
    11000	3	   0000	0
    11000	3	   0001	0
    11000	2	   0000	0
    11000	2	   0001	0
    11000	1	   0000	0
    11000	1	   0001	0
    11000	0	   0000	0
    11000	0	   0001	0
    11000	0	   0000	0
    11001	4	   0001	0
    11001	3	   0000	0
    11001	3	   0001	0
    11001	2	   0000	0
    11001	2	   0001	0
    11001	1	   0000	0
    11001	1	   0001	0
    11001	0	   0000	0
    11001	0	   0001	0
    11001	0	   0000	0
    11010	4	   0001	0
    11010	4	   0010	0
    11010	3	   0000	0
    11010	3	   0001	0
    11010	3	   0010	0
    11010	2	   0000	0
    11010	2	   0001	0
    11010	2	   0010	0
    11010	1	   0000	0
    11010	0	   0001	0
    11010	0	   0000	0
    11011	4	   0001	0
    11011	4	   0010	0
    11011	3	   0000	0
    11011	3	   0001	0
    11011	3	   0010	0
    11011	2	   0000	0
    11011	2	   0001	0
    11011	2	   0010	0
    11011	1	   0000	0
    11011	0	   0001	0
    11011	0	   0000	0
    11100	4	   0001	0
    11100	3	   0000	0
    11100	3	   0001	0
    11100	2	   0000	0
    11100	2	   0001	0
    11100	1	   0000	0
    11100	1	   0001	0
    11100	0	   0000	0
    11101	4	   0001	0
    11101	3	   0000	0
    11101	3	   0001	0
    11101	2	   0000	0
    11101	2	   0001	0
    11101	1	   0000	0
    11101	1	   0001	0
    11101	0	   0000	0
