    00000	4	   0001	0
    00000	3	   0000	0
    00000	3	   0001	0
    00000	2	   0000	0
    00000	2	   0001	0
    00000	2	   0000	0
    00000	2	   0001	0
    00000	1	   0000	0
    00000	1	   0001	0
    00000	1	   0000	0
    00000	1	   0001	0
    00000	0	   0000	0
    00000	0	   0001	0
    00000	0	   0000	0
    00001	4	   0001	0
    00001	3	   0000	0
    00001	3	   0001	0
    00001	2	   0000	0
    00001	2	   0001	0
    00001	2	   0000	0
    00001	2	   0001	0
    00001	1	   0000	0
    00001	1	   0001	0
    00001	1	   0000	0
    00001	1	   0001	0
    00001	0	   0000	0
    00001	0	   0001	0
    00001	0	   0000	0
    00010	4	   0001	0
    00010	4	   0010	0
    00010	3	   0000	0
    00010	3	   0001	0
    00010	3	   0010	0
    00010	2	   0000	0
    00010	2	   0001	0
    00010	2	   0000	0
    00010	2	   0001	0
    00010	2	   0010	0
    00010	1	   0000	0
    00010	1	   0001	0
    00010	1	   0000	0
    00010	0	   0001	0
    00010	0	   0000	0
    00011	4	   0001	0
    00011	4	   0010	0
    00011	3	   0000	0
    00011	3	   0001	0
    00011	3	   0010	0
    00011	2	   0000	0
    00011	2	   0001	0
    00011	2	   0000	0
    00011	2	   0001	0
    00011	2	   0010	0
    00011	1	   0000	0
    00011	1	   0001	0
    00011	1	   0000	0
    00011	0	   0001	0
    00011	0	   0000	0
    00100	4	   0001	0
    00100	4	   0010	0
    00100	4	   0001	0
    00100	3	   0000	0
    00100	3	   0001	0
    00100	3	   0010	0
    00100	3	   0001	0
    00100	2	   0000	0
    00100	2	   0001	0
    00100	2	   0000	0
    00100	2	   0001	0
    00100	1	   0000	0
    00100	1	   0001	0
    00100	1	   0000	0
    00100	1	   0001	0
    00100	0	   0000	0
    00100	0	   0001	0
    00100	0	   0010	0
    00100	0	   0000	0
    00101	4	   0001	0
    00101	4	   0010	0
    00101	4	   0001	0
    00101	3	   0000	0
    00101	3	   0001	0
    00101	3	   0010	0
    00101	3	   0001	0
    00101	2	   0000	0
    00101	2	   0001	0
    00101	2	   0000	0
    00101	2	   0001	0
    00101	1	   0000	0
    00101	1	   0001	0
    00101	1	   0000	0
    00101	1	   0001	0
    00101	0	   0000	0
    00101	0	   0001	0
    00101	0	   0010	0
    00101	0	   0000	0
    00110	4	   0001	0
    00110	4	   0010	0
    00110	4	   0011	0
    00110	3	   0000	0
    00110	3	   0001	0
    00110	3	   0010	0
    00110	3	   0011	0
    00110	2	   0000	0
    00110	2	   0001	0
    00110	2	   0000	0
    00110	1	   0001	0
    00110	1	   0000	0
    00110	0	   0001	0
    00110	0	   0010	0
    00110	0	   0000	0
    00111	4	   0001	0
    00111	4	   0010	0
    00111	4	   0011	0
    00111	3	   0000	0
    00111	3	   0001	0
    00111	3	   0010	0
    00111	3	   0011	0
    00111	2	   0000	0
    00111	2	   0001	0
    00111	2	   0000	0
    00111	1	   0001	0
    00111	1	   0000	0
    00111	0	   0001	0
    00111	0	   0010	0
    00111	0	   0000	0
    01000	4	   0001	0
    01000	4	   0010	0
    01000	4	   0001	0
    01000	3	   0000	0
    01000	3	   0001	0
    01000	2	   0000	0
    01000	2	   0001	0
    01000	2	   0000	0
    01000	2	   0001	0
    01000	1	   0000	0
    01000	1	   0001	0
    01000	1	   0010	0
    01000	1	   0000	0
    01000	1	   0001	0
    01000	0	   0000	0
    01000	0	   0001	0
    01000	0	   0010	0
    01000	0	   0001	0
    01000	0	   0000	0
    01001	4	   0001	0
    01001	4	   0010	0
    01001	4	   0001	0
    01001	3	   0000	0
    01001	3	   0001	0
    01001	2	   0000	0
    01001	2	   0001	0
    01001	2	   0000	0
    01001	2	   0001	0
    01001	1	   0000	0
    01001	1	   0001	0
    01001	1	   0010	0
    01001	1	   0000	0
    01001	1	   0001	0
    01001	0	   0000	0
    01001	0	   0001	0
    01001	0	   0010	0
    01001	0	   0001	0
    01001	0	   0000	0
    01010	4	   0001	0
    01010	4	   0010	0
    01010	4	   0001	0
    01010	4	   0010	0
    01010	3	   0000	0
    01010	3	   0001	0
    01010	3	   0010	0
    01010	2	   0000	0
    01010	2	   0001	0
    01010	2	   0000	0
    01010	2	   0001	0
    01010	2	   0010	0
    01010	1	   0000	0
    01010	1	   0001	0
    01010	1	   0010	0
    01010	1	   0000	0
    01010	0	   0001	0
    01010	0	   0010	0
    01010	0	   0001	0
    01010	0	   0000	0
    01011	4	   0001	0
    01011	4	   0010	0
    01011	4	   0001	0
    01011	4	   0010	0
    01011	3	   0000	0
    01011	3	   0001	0
    01011	3	   0010	0
    01011	2	   0000	0
    01011	2	   0001	0
    01011	2	   0000	0
    01011	2	   0001	0
    01011	2	   0010	0
    01011	1	   0000	0
    01011	1	   0001	0
    01011	1	   0010	0
    01011	1	   0000	0
    01011	0	   0001	0
    01011	0	   0010	0
    01011	0	   0001	0
    01011	0	   0000	0
    01100	4	   0001	0
    01100	4	   0010	0
    01100	4	   0011	0
    01100	4	   0100	0
    01100	3	   0000	0
    01100	3	   0001	0
    01100	2	   0000	0
    01100	2	   0001	0
    01100	2	   0000	0
    01100	2	   0001	0
    01100	1	   0000	0
    01100	1	   0001	0
    01100	1	   0010	0
    01100	1	   0000	0
    01100	1	   0001	0
    01100	0	   0000	0
    01100	0	   0001	0
    01100	0	   0010	0
    01100	0	   0011	0
    01100	0	   0000	0
    01101	4	   0001	0
    01101	4	   0010	0
    01101	4	   0011	0
    01101	4	   0100	0
    01101	3	   0000	0
    01101	3	   0001	0
    01101	2	   0000	0
    01101	2	   0001	0
    01101	2	   0000	0
    01101	2	   0001	0
    01101	1	   0000	0
    01101	1	   0001	0
    01101	1	   0010	0
    01101	1	   0000	0
    01101	1	   0001	0
    01101	0	   0000	0
    01101	0	   0001	0
    01101	0	   0010	0
    01101	0	   0011	0
    01101	0	   0000	0
    01110	4	   0001	0
    01110	4	   0010	0
    01110	4	   0011	0
    01110	4	   0000	0
    01110	2	   0001	0
    01110	2	   0000	0
    01110	1	   0001	0
    01110	1	   0010	0
    01110	1	   0000	0
    01110	0	   0001	0
    01110	0	   0010	0
    01110	0	   0011	0
    01110	0	   0000	0
    01111	4	   0001	0
    01111	4	   0010	0
    01111	4	   0011	0
    01111	4	   0000	0
    01111	2	   0001	0
    01111	2	   0000	0
    01111	1	   0001	0
    01111	1	   0010	0
    01111	1	   0000	0
    01111	0	   0001	0
    01111	0	   0010	0
    01111	0	   0011	0
    01111	0	   0000	0
    10000	4	   0001	0
    10000	3	   0000	0
    10000	3	   0001	0
    10000	2	   0000	0
    10000	2	   0001	0
    10000	1	   0000	0
    10000	1	   0001	0
